city,timestamp,temperature_c,humidity_pct,wind_speed_kmh,precipitation_mm,weather_condition
Paris,03/04/2024 04:00:00,13.1,85.1,43.6,0.0,brumeux
Strasbourg,2024-05-22 19:00:00,13.9,63.8,3.8,0.0,orageux
Rouen,28/04/2024 19:00,16.3,93.0,31.7,0.0,brumeux
Lyon,2024-03-04 21:00:00,8.8,83.2,49.3,0.0,brumeux
Bordeaux,25/06/2024 12:00,"34,2",89.6,31.0,0.8,pluvieux
Rouen,11/03/2024 08:00,10.1,43.2,4.7,0.0,orageux
Strasbourg,2024-01-06 09:00:00,0.7,46.5,37.9,1.1,pluvieux
Bordeaux,2024-03-19T15:00:00,21.9,84.5,3.7,0.0,nuageux
Paris,04/08/2024 11:00:00,22.0,91.8,41.2,0.0,brumeux
Marseille,2024-04-01T04:00:00,25.1,59.0,33.1,0.0,nuageux
Lyon,01/16/2024 07:00:00,9.4,79.4,6.3,7.8,orageux
Marseille,2024-06-26 15:00:00,27.2,75.8,41.5,0.0,
Bordeaux,09/04/2024 13:00,15.4,82.1,9.1,0.0,nuageux
Lille,2024-06-24 15:00:00,25.1,75.4,39.1,0.0,ensoleille
Strasbourg,20/02/2024 03:00,9.0,88.9,1.3,0.0,brumeux
Lille,21/01/2024 05:00,-1.8,69.4,20.4,0.0,brumeux
Lille,2024-05-17 10:00:00,11.3,87.7,46.0,0.0,brumeux
Lyon,04/26/2024 09:00:00,16.1,48.5,22.6,0.0,pluvieux
Lille,25/01/2024 12:00,4.2,64.7,41.1,0.0,brumeux
Nantes,2024-04-19T13:00:00,"19,9",67.6,39.9,0.0,nuageux
Lille,2024-06-13 20:00:00,28.1,85.7,4.1,0.0,brumeux
Lille,28/04/2024 07:00,,51.6,35.8,0.0,nuageux
Rouen,03/02/2024 20:00:00,"8,9",75.0,33.1,0.0,pluvieux
Marseille,03/30/2024 21:00:00,16.5,51.2,16.4,0.0,orageux
Nantes,2024-02-09T01:00:00,11.0,72.5,2.6,0.0,neigeux
Paris,08/06/2024 09:00,24.0,74.1,12.1,0.0,ensoleille
Lyon,2024-02-29 19:00:00,1.9,55.2,31.5,0.0,
Rouen,03/21/2024 05:00:00,10.0,87.7,30.5,0.0,nuageux
Rouen,2024-02-19 12:00:00,9.5,84.3,15.0,0.0,brumeux
Strasbourg,2024-04-05T10:00:00,19.0,69.4,49.3,0.0,ensoleille
Lille,2024-03-23T01:00:00,20.6,61.1,7.4,0.0,nuageux
Marseille,2024-01-08 19:00:00,5.9,51.2,44.3,0.0,brumeux
Rouen,01/29/2024 16:00:00,5.9,41.6,32.6,0.0,ensoleille
Toulouse,2024-03-29 14:00:00,10.2,85.6,6.2,1.5,pluvieux
Bordeaux,2024-06-21T13:00:00,20.9,91.7,40.9,1.8,pluvieux
Strasbourg,2024-05-25 18:00:00,9.8,73.4,6.1,8.8,pluvieux
Lille,06/02/2024 12:00,6.4,58.2,25.1,0.0,nuageux
Bordeaux,2024-01-27T17:00:00,0.4,49.9,26.3,0.0,neigeux
Grenoble,23/02/2024 08:00,2.1,66.6,8.0,0.0,pluvieux
Grenoble,2024-01-16T15:00:00,2.3,42.0,13.6,0.0,nuageux
Grenoble,02/15/2024 03:00:00,1.8,93.5,4.9,0.0,nuageux
Lille,15/01/2024 02:00,0.2,91.9,29.1,0.0,nuageux
Rouen,2024-03-01T16:00:00,21.0,44.9,26.3,0.0,nuageux
Marseille,2024-06-27 01:00:00,21.8,70.3,2.0,6.4,
Grenoble,2024-04-04 05:00:00,13.8,90.0,47.2,0.0,nuageux
Rouen,03/02/2024 14:00,0.3,51.5,16.1,0.0,ensoleille
Grenoble,2024-03-07 13:00:00,22.3,52.1,8.8,0.0,ensoleille
Marseille,13/02/2024 01:00,6.4,80.7,48.8,3.0,pluvieux
Strasbourg,2024-01-17T01:00:00,"3,4",47.3,44.1,0.3,pluvieux
Toulouse,2024-01-28 11:00:00,2.2,48.3,45.1,6.6,orageux
Rouen,2024-04-17 05:00:00,12.0,58.2,7.7,6.5,pluvieux
Toulouse,2024-02-06 17:00:00,2.6,66.1,42.3,0.0,ensoleille
Toulouse,2024-02-26T09:00:00,8.4,72.6,43.6,0.0,brumeux
Rouen,06/03/2024 11:00,7.2,50.5,13.5,7.9,pluvieux
Grenoble,2024-06-29T18:00:00,"29,1",81.7,30.3,0.0,brumeux
Paris,08/05/2024 09:00,8.3,72.7,30.7,0.0,nuageux
Toulouse,03/06/2024 09:00:00,16.9,80.0,32.0,9.0,pluvieux
Bordeaux,02/05/2024 00:00:00,2.8,91.6,30.3,0.0,nuageux
Toulouse,2024-06-24 02:00:00,23.5,94.3,30.1,0.0,brumeux
Nantes,02/12/2024 04:00:00,1.3,117.5,17.8,7.8,orageux
Lille,03/08/2024 06:00:00,9.9,79.8,2.2,0.0,brumeux
Bordeaux,01/07/2024 05:00:00,10.8,68.3,47.3,0.0,nuageux
Bordeaux,06/06/2024 23:00:00,35.1,74.1,13.5,0.0,nuageux
Marseille,2024-06-10T03:00:00,26.3,77.4,23.2,0.0,nuageux
Nantes,2024-03-08 23:00:00,17.6,76.2,33.4,3.7,pluvieux
Paris,2024-04-22T06:00:00,16.1,54.6,28.3,3.0,pluvieux
Bordeaux,20/04/2024 15:00,15.4,75.0,39.8,7.8,orageux
Marseille,01/03/2024 05:00,18.6,79.5,8.3,2.0,pluvieux
Lyon,06/15/2024 01:00:00,null,92.7,31.3,0.0,brumeux
Strasbourg,2024-04-21 19:00:00,17.3,51.0,6.9,0.0,neigeux
Grenoble,30/06/2024 14:00,"25,0",68.1,8.6,0.0,nuageux
Paris,2024-06-25 02:00:00,21.0,55.1,4.0,0.0,ensoleille
Nantes,04/03/2024 04:00,7.9,49.9,0.8,3.7,pluvieux
Grenoble,22/03/2024 08:00,8.3,72.1,47.5,0.0,ensoleille
Rouen,2024-06-10 11:00:00,31.9,80.9,34.3,0.0,nuageux
Lyon,2024-01-09T22:00:00,8.6,45.8,18.8,0.0,pluvieux
Rouen,11/02/2024 16:00,7.4,59.1,14.1,0.0,nuageux
Strasbourg,2024-01-26T02:00:00,-4.6,40.9,22.8,3.1,pluvieux
Rouen,02/16/2024 18:00:00,-1.7,47.4,8.4,0.0,nuageux
Lille,03/04/2024 20:00,11.5,57.8,41.6,0.0,orageux
Marseille,2024-06-21T06:00:00,31.3,87.3,23.7,0.0,nuageux
Lille,2024-05-27 15:00:00,13.7,68.3,1.8,0.0,ensoleille
Rouen,2024-02-09 00:00:00,5.3,57.7,28.4,0.0,orageux
Rouen,26/01/2024 00:00,9.6,66.0,17.5,0.0,orageux
Nantes,03/04/2024 20:00,21.5,47.5,1.8,0.0,nuageux
Grenoble,2024-04-06 21:00:00,17.6,59.3,50.0,0.0,neigeux
Lyon,03/31/2024 16:00:00,"16,0",91.4,42.9,0.0,brumeux
Lille,2024-05-07T01:00:00,"20,4",51.1,35.1,0.0,nuageux
Lille,2024-04-23 07:00:00,15.9,94.1,39.5,6.8,orageux
Bordeaux,02/23/2024 10:00:00,5.7,75.6,0.4,0.0,neigeux
Marseille,2024-06-25 16:00:00,23.9,92.1,9.5,4.2,pluvieux
Strasbourg,06/27/2024 11:00:00,27.3,50.8,18.2,0.0,nuageux
Bordeaux,26/06/2024 09:00,24.8,47.6,7.8,0.0,nuageux
Bordeaux,04/05/2024 02:00:00,10.9,87.4,9.9,0.0,brumeux
Lyon,2024-05-09 04:00:00,17.2,50.0,47.1,0.0,nuageux
Toulouse,2024-01-04 21:00:00,7.2,67.7,34.2,0.0,neigeux
Strasbourg,01/02/2024 04:00:00,-4.5,68.0,37.5,0.0,neigeux
Nantes,05/14/2024 04:00:00,8.8,59.9,37.7,5.8,pluvieux
Grenoble,2024-01-05T05:00:00,8.4,82.7,1.6,0.0,nuageux
Lille,14/06/2024 12:00,16.3,87.2,31.4,0.0,brumeux
Lyon,04/05/2024 06:00,15.3,94.3,1.0,0.0,brumeux
Lille,2024-04-12T18:00:00,7.4,55.8,10.5,0.0,neigeux
Rouen,2024-01-11 04:00:00,,43.6,2.5,0.0,orageux
Lille,05/23/2024 21:00:00,18.8,85.1,49.6,9.6,orageux
Rouen,2024-06-30T20:00:00,21.3,69.7,25.6,8.6,pluvieux
Rouen,03/29/2024 12:00:00,19.9,58.4,15.1,9.9,pluvieux
Paris,2024-05-31 16:00:00,20.2,67.4,12.3,0.0,ensoleille
Nantes,2024-01-09T02:00:00,10.3,84.2,19.3,0.0,brumeux
Rouen,02/04/2024 17:00:00,5.4,55.2,4.9,0.0,pluvieux
Lyon,05/01/2024 17:00,-0.5,71.8,39.1,0.0,ensoleille
Bordeaux,24/01/2024 20:00,15.1,49.9,31.3,0.0,pluvieux
Grenoble,20/06/2024 22:00,24.8,65.5,27.8,0.0,ensoleille
Strasbourg,2024-06-10T17:00:00,27.7,67.2,18.4,3.6,pluvieux
Nantes,02/04/2024 05:00:00,0.5,63.9,21.2,2.2,pluvieux
Marseille,2024-05-04 19:00:00,17.5,51.7,48.2,0.0,orageux
Grenoble,02/19/2024 00:00:00,1.9,67.1,17.9,0.0,ensoleille
Grenoble,03/27/2024 04:00:00,8.8,41.1,4.5,0.0,neigeux
Grenoble,2024-04-17T01:00:00,11.4,90.7,30.3,7.5,orageux
Nantes,05/02/2024 00:00,"9,9",67.0,45.8,0.0,pluvieux
Marseille,24/01/2024 06:00,5.9,94.2,9.7,0.3,pluvieux
Lille,25/04/2024 02:00,5.8,64.4,16.3,0.0,ensoleille
Nantes,29/04/2024 01:00,14.2,86.0,17.7,0.0,nuageux
Lille,01/04/2024 23:00:00,-2.4,78.6,40.9,0.0,nuageux
Lille,2024-01-26 14:00:00,-3.6,55.6,33.5,0.0,brumeux
Nantes,02/08/2024 16:00:00,"10,2",79.4,19.5,0.0,neigeux
Toulouse,2024-04-07 02:00:00,12.5,40.6,41.9,6.4,orageux
Bordeaux,2024-06-29T09:00:00,34.3,51.7,29.8,0.0,nuageux
Strasbourg,07/02/2024 10:00,0.8,84.0,25.4,0.0,brumeux
Lille,2024-01-01T14:00:00,7.6,82.0,22.8,0.0,brumeux
Bordeaux,05/01/2024 17:00:00,11.0,66.8,33.3,4.0,pluvieux
Marseille,03/27/2024 15:00:00,"16,6",81.4,35.5,0.0,nuageux
Bordeaux,30/05/2024 07:00,22.4,58.0,43.4,0.0,ensoleille
Bordeaux,03/28/2024 19:00:00,13.9,52.0,5.5,0.0,pluvieux
Rouen,03/02/2024 01:00,3.5,43.7,3.1,0.0,neigeux
Lille,17/02/2024 15:00,"1,9",94.6,33.6,0.0,nuageux
Grenoble,05/12/2024 02:00:00,7.7,58.0,47.2,0.0,brumeux
Grenoble,01/17/2024 13:00:00,"6,0",82.4,22.4,0.0,brumeux
Lille,2024-01-24 11:00:00,"8,9",79.8,0.7,0.0,ensoleille
Bordeaux,09/05/2024 15:00,18.6,62.8,45.0,6.6,orageux
Lille,22/06/2024 04:00,27.4,55.3,33.2,0.0,ensoleille
Grenoble,2024-04-15T08:00:00,18.0,42.2,10.6,0.0,ensoleille
Lyon,01/07/2024 02:00:00,"2,5",57.2,31.8,1.0,pluvieux
Lyon,2024-04-03 03:00:00,21.1,70.9,6.9,9.3,orageux
Strasbourg,28/01/2024 11:00,3.1,55.7,48.5,0.0,ensoleille
Marseille,2024-03-12 09:00:00,19.4,53.0,0.2,8.7,orageux
Grenoble,2024-04-29T14:00:00,,83.6,19.6,0.0,nuageux
Marseille,04/30/2024 16:00:00,"22,7",93.0,36.1,0.0,nuageux
Lille,04/17/2024 00:00:00,7.1,80.0,14.0,1.4,pluvieux
Paris,2024-05-28 14:00:00,13.8,44.0,29.8,0.0,brumeux
Grenoble,06/14/2024 11:00:00,30.1,62.4,44.9,0.0,ensoleille
Lyon,04/28/2024 15:00:00,"21,6",42.5,34.1,2.1,pluvieux
Lyon,02/01/2024 19:00,11.2,,2.7,2.1,pluvieux
Rouen,2024-05-22T19:00:00,18.2,77.8,5.2,0.0,pluvieux
Rouen,2024-05-03 03:00:00,10.5,91.7,10.7,2.8,pluvieux
Marseille,2024-04-23T23:00:00,21.6,63.3,49.9,0.0,nuageux
Bordeaux,2024-03-11 00:00:00,15.4,76.2,23.2,0.0,pluvieux
Lille,10/06/2024 14:00,15.5,65.1,48.0,0.0,ensoleille
Paris,2024-01-09T09:00:00,8.6,43.2,27.4,0.0,ensoleille
Grenoble,2024-01-31 23:00:00,"7,8",59.9,16.7,0.0,ensoleille
Toulouse,13/02/2024 08:00,9.3,84.7,21.9,0.0,nuageux
Rouen,2024-05-19T10:00:00,12.8,94.6,48.5,2.2,pluvieux
Paris,2024-02-03 00:00:00,2.4,68.8,41.5,0.0,ensoleille
Marseille,2024-05-06 21:00:00,21.0,63.8,32.5,0.0,ensoleille
Lyon,2024-05-13 15:00:00,19.6,62.5,49.9,9.8,orageux
Bordeaux,17/06/2024 20:00,25.0,47.9,30.3,6.7,pluvieux
Grenoble,02/23/2024 06:00:00,9.3,89.8,23.2,0.0,brumeux
Rouen,2024-03-01 00:00:00,7.9,92.1,37.5,0.0,nuageux
Marseille,01/05/2024 01:00:00,1.0,49.8,12.1,0.0,orageux
Lyon,2024-01-05 10:00:00,6.3,64.1,9.2,0.0,brumeux
Marseille,2024-02-12 22:00:00,13.1,67.4,42.9,0.0,neigeux
Lyon,14/02/2024 10:00,7.8,74.2,33.8,9.7,orageux
Nantes,2024-02-07 09:00:00,12.9,56.0,13.8,0.0,ensoleille
Bordeaux,2024-03-22T15:00:00,16.7,88.5,28.3,0.0,nuageux
Bordeaux,03/16/2024 07:00:00,"11,9",41.4,48.9,0.4,pluvieux
Marseille,2024-05-11 15:00:00,10.6,94.6,39.4,4.4,pluvieux
Rouen,23/01/2024 07:00,11.1,82.9,8.6,0.0,brumeux
Rouen,2024-05-05T20:00:00,19.7,58.6,31.5,0.0,nuageux
Lyon,18/06/2024 16:00,25.6,48.8,8.5,0.0,ensoleille
Paris,05/29/2024 16:00:00,14.2,48.5,21.0,0.0,nuageux
Nantes,13/04/2024 03:00,21.4,90.8,8.4,8.0,orageux
Rouen,2024-01-04T19:00:00,4.3,46.1,11.2,0.0,nuageux
Marseille,01/21/2024 01:00:00,9.9,41.9,15.3,0.4,pluvieux
Strasbourg,04/18/2024 12:00:00,"20,8",48.2,14.5,0.0,nuageux
Toulouse,2024-05-10 12:00:00,22.5,62.2,2.7,0.0,ensoleille
Strasbourg,14/02/2024 22:00,4.7,72.3,18.5,0.0,nuageux
Nantes,13/01/2024 12:00,10.6,46.0,35.8,0.0,pluvieux
Paris,2024-02-05T11:00:00,3.6,77.7,1.5,0.0,brumeux
Toulouse,2024-05-23 17:00:00,20.5,85.1,34.4,0.0,brumeux
Strasbourg,22/02/2024 21:00,0.5,66.5,15.5,0.0,neigeux
Lille,08/04/2024 05:00,"12,0",73.4,5.8,0.0,ensoleille
Lyon,2024-03-28 05:00:00,18.4,43.0,16.9,0.0,pluvieux
Grenoble,08/02/2024 08:00,8.4,72.2,45.6,5.0,orageux
Lyon,2024-01-13T14:00:00,6.4,73.8,8.3,7.0,pluvieux
Lyon,21/04/2024 15:00,16.8,62.4,41.2,0.0,orageux
Lille,02/01/2024 21:00,9.7,84.2,36.4,0.0,brumeux
Nantes,01/29/2024 15:00:00,-0.5,83.2,7.3,5.1,pluvieux
Marseille,09/04/2024 08:00,10.7,88.1,34.2,0.0,nuageux
Grenoble,2024-03-01 20:00:00,10.5,66.3,32.6,0.0,neigeux
Rouen,2024-06-03 05:00:00,27.6,64.4,30.2,2.4,pluvieux
Rouen,06/18/2024 20:00:00,18.7,52.1,27.8,0.0,ensoleille
Lyon,05/15/2024 17:00:00,100.0,88.3,11.0,7.6,pluvieux
Rouen,2024-03-07T00:00:00,7.7,48.0,35.1,0.0,ensoleille
Strasbourg,2024-02-27 05:00:00,3.0,50.2,5.8,0.0,pluvieux
Paris,05/24/2024 08:00:00,20.0,61.8,35.3,9.7,pluvieux
Toulouse,03/10/2024 06:00:00,75.0,82.2,2.0,0.0,nuageux
Lyon,2024-04-22T01:00:00,11.0,54.9,27.2,0.0,neigeux
Rouen,01/05/2024 00:00,20.2,49.6,30.7,9.6,orageux
Marseille,06/12/2024 01:00:00,22.9,74.8,5.4,0.0,ensoleille
Strasbourg,22/01/2024 21:00,-0.6,42.2,37.5,3.2,pluvieux
Toulouse,04/21/2024 20:00:00,"12,0",70.0,29.4,0.0,nuageux
Nantes,17/03/2024 18:00,17.4,55.0,21.2,0.0,pluvieux
Lille,06/11/2024 01:00:00,24.8,75.2,35.0,0.0,ensoleille
Toulouse,03/25/2024 19:00:00,18.9,61.9,26.6,0.0,pluvieux
Strasbourg,04/06/2024 04:00,22.9,76.6,9.3,0.0,ensoleille
Rouen,2024-05-10 18:00:00,100.0,88.0,20.3,9.1,
Marseille,10/05/2024 01:00,13.4,91.5,31.2,6.9,orageux
Paris,03/31/2024 09:00:00,"23,0",59.9,23.0,0.0,ensoleille
Grenoble,2024-01-29 06:00:00,8.6,63.4,4.3,0.0,orageux
Lyon,27/02/2024 17:00,"-1,9",87.8,8.6,0.0,brumeux
Grenoble,2024-02-12T14:00:00,-2.1,42.8,9.5,0.0,neigeux
Bordeaux,2024-06-30T00:00:00,29.9,76.5,42.3,0.0,ensoleille
Toulouse,12/04/2024 20:00,12.5,68.4,27.2,8.0,orageux
Strasbourg,2024-02-10T13:00:00,3.8,63.0,48.0,0.0,orageux
Marseille,13/01/2024 22:00,14.8,67.3,49.0,6.6,pluvieux
Marseille,07/02/2024 23:00,"7,7",51.4,47.6,0.0,ensoleille
Rouen,23/06/2024 05:00,31.3,78.6,32.2,0.0,nuageux
Rouen,2024-06-12T23:00:00,17.4,49.7,16.9,0.0,brumeux
Lille,2024-03-19T19:00:00,"19,4",92.3,25.2,5.0,pluvieux
Strasbourg,2024-01-24 15:00:00,75.0,44.0,46.2,0.0,neigeux
Nantes,21/01/2024 04:00,1.7,81.8,18.1,0.0,nuageux
Bordeaux,01/10/2024 12:00:00,"4,7",88.8,39.7,5.9,orageux
Lille,2024-06-23 17:00:00,23.4,43.4,27.0,0.0,nuageux
Paris,16/01/2024 15:00,10.3,84.1,35.0,0.0,nuageux
Bordeaux,2024-04-16 21:00:00,"22,2",58.1,36.5,1.5,pluvieux
Marseille,01/20/2024 15:00:00,6.4,53.6,0.4,0.0,pluvieux
Grenoble,05/27/2024 05:00:00,14.4,67.1,20.4,2.8,pluvieux
Strasbourg,19/02/2024 14:00,5.5,92.7,44.6,0.0,brumeux
Paris,04/09/2024 05:00:00,7.6,73.6,1.2,0.0,ensoleille
Paris,02/06/2024 11:00,19.4,85.5,22.3,4.1,pluvieux
Marseille,2024-01-30 11:00:00,4.3,63.0,7.6,0.0,neigeux
Paris,01/23/2024 14:00:00,12.3,43.1,4.7,0.0,brumeux
Bordeaux,04/01/2024 09:00:00,"11,8",53.0,17.1,0.0,orageux
Strasbourg,05/05/2024 11:00:00,7.4,72.0,6.0,0.0,neigeux
Bordeaux,02/20/2024 21:00:00,"7,6",49.5,9.5,0.0,brumeux
Grenoble,01/04/2024 06:00:00,6.1,40.7,35.4,0.5,pluvieux
Strasbourg,04/25/2024 03:00:00,20.0,,20.4,0.0,neigeux
Lille,2024-01-19 16:00:00,0.9,65.6,37.9,0.0,brumeux
Rouen,2024-01-26 08:00:00,7.9,80.8,0.9,0.0,brumeux
Rouen,02/14/2024 04:00:00,-1.6,88.2,34.7,0.0,brumeux
Lille,2024-03-24T17:00:00,10.3,47.2,38.7,0.0,brumeux
Lille,01/31/2024 23:00:00,-1.4,56.9,34.6,0.0,pluvieux
Bordeaux,2024-04-29T23:00:00,21.3,43.1,25.5,4.0,pluvieux
Toulouse,2024-04-01 22:00:00,25.3,83.6,8.2,10.0,pluvieux
Strasbourg,2024-05-28T10:00:00,"18,0",43.0,15.7,6.8,pluvieux
Nantes,2024-01-01T04:00:00,10.2,79.0,4.2,2.5,pluvieux
Toulouse,11/04/2024 05:00,11.1,69.4,15.4,0.0,pluvieux
Rouen,06/03/2024 04:00:00,25.9,43.5,21.5,0.0,nuageux
Marseille,2024-06-24 14:00:00,31.6,58.5,39.3,0.0,nuageux
Rouen,2024-04-10T17:00:00,21.4,72.5,46.5,0.0,nuageux
Nantes,10/03/2024 23:00,22.6,93.3,10.9,0.3,pluvieux
Bordeaux,2024-02-23T12:00:00,0.4,55.7,33.5,0.0,orageux
Rouen,04/06/2024 22:00,28.5,73.5,31.9,0.0,ensoleille
Grenoble,2024-04-23T08:00:00,9.3,92.1,3.5,2.4,pluvieux
Lille,02/06/2024 21:00,24.8,56.0,41.9,0.0,nuageux
Toulouse,2024-05-19T07:00:00,20.8,41.3,24.9,0.0,ensoleille
Rouen,20/05/2024 21:00,15.7,91.1,8.5,0.0,brumeux
Marseille,05/04/2024 12:00:00,24.5,58.1,20.4,0.0,nuageux
Strasbourg,2024-03-21T10:00:00,14.1,54.7,24.4,0.0,
Marseille,11/03/2024 03:00,22.7,79.1,6.6,0.0,ensoleille
Strasbourg,07/03/2024 03:00,10.9,66.9,29.0,0.0,brumeux
Lyon,2024-03-28T21:00:00,15.9,61.6,3.1,0.0,brumeux
Toulouse,03/06/2024 02:00,25.0,92.0,21.5,0.0,nuageux
Lille,2024-05-03 12:00:00,7.8,49.1,31.9,2.8,pluvieux
Marseille,2024-03-18 06:00:00,"20,0",62.0,25.5,0.0,orageux
Marseille,12/02/2024 02:00,7.8,47.6,14.6,0.0,neigeux
Paris,03/10/2024 13:00:00,9.9,68.1,19.7,0.0,ensoleille
Marseille,04/24/2024 14:00:00,13.3,45.9,24.2,1.6,pluvieux
Nantes,2024-02-22 16:00:00,"1,7",78.6,32.0,0.0,neigeux
Paris,10/03/2024 22:00,19.4,87.7,29.2,2.7,pluvieux
Paris,2024-04-28T07:00:00,22.3,55.7,23.0,2.0,pluvieux
Nantes,2024-03-14 20:00:00,19.1,84.6,38.4,6.7,pluvieux
Lyon,2024-06-11T09:00:00,30.8,52.6,9.1,0.4,pluvieux
Strasbourg,07/01/2024 09:00,-80.0,61.4,11.2,0.0,neigeux
Toulouse,2024-06-30T06:00:00,31.0,56.4,37.8,0.0,ensoleille
Grenoble,04/07/2024 08:00:00,21.8,86.4,40.0,0.0,nuageux
Marseille,23/05/2024 04:00,24.8,52.6,3.0,0.8,pluvieux
Lille,05/12/2024 02:00:00,6.6,94.5,19.5,0.0,nuageux
Lyon,2024-04-06 11:00:00,19.2,77.3,16.5,0.2,pluvieux
Toulouse,2024-05-31T19:00:00,15.2,47.4,7.6,0.0,neigeux
Lyon,2024-05-10 07:00:00,7.1,77.9,25.7,5.0,pluvieux
Toulouse,13/02/2024 00:00,1.2,74.1,0.4,0.0,pluvieux
Nantes,06/29/2024 01:00:00,"23,5",59.9,43.1,0.0,ensoleille
Toulouse,17/03/2024 06:00,10.3,44.9,6.6,9.0,orageux
Bordeaux,03/20/2024 22:00:00,19.1,50.8,0.6,0.0,brumeux
Marseille,2024-01-02 05:00:00,7.2,89.5,6.4,0.0,nuageux
Nantes,03/28/2024 08:00:00,9.5,56.4,40.2,0.0,ensoleille
Toulouse,03/12/2024 10:00:00,17.4,65.3,29.9,0.0,ensoleille
Strasbourg,21/06/2024 12:00,15.3,110.9,7.7,0.0,orageux
Bordeaux,06/08/2024 22:00:00,35.3,51.8,35.9,0.0,nuageux
Rouen,10/05/2024 22:00,21.6,62.5,39.7,9.4,pluvieux
Toulouse,05/17/2024 00:00:00,19.8,49.6,45.7,1.7,pluvieux
Rouen,2024-01-24 21:00:00,7.8,80.2,43.6,0.0,nuageux
Strasbourg,2024-05-13 06:00:00,11.8,68.6,18.1,2.4,pluvieux
Rouen,2024-06-04T19:00:00,32.8,81.7,31.2,0.0,nuageux
Nantes,15/03/2024 07:00,14.2,80.7,19.0,0.0,nuageux
Lyon,2024-01-24 07:00:00,9.4,45.9,25.1,4.8,pluvieux
Lille,16/02/2024 21:00,3.7,84.9,24.0,0.0,nuageux
Lille,2024-04-02 16:00:00,7.6,81.2,2.2,0.0,nuageux
Bordeaux,2024-05-27T05:00:00,18.0,48.8,16.2,0.0,neigeux
Nantes,2024-03-15T03:00:00,18.6,79.9,43.8,0.0,pluvieux
Toulouse,21/03/2024 07:00,19.0,51.4,39.7,0.0,neigeux
Paris,01/25/2024 13:00:00,-0.7,67.6,3.5,0.0,brumeux
Lille,09/03/2024 19:00,15.2,72.4,17.2,0.0,brumeux
Marseille,28/01/2024 17:00,1.1,71.9,38.1,0.0,pluvieux
Bordeaux,03/11/2024 09:00:00,24.2,43.7,19.7,0.0,ensoleille
Lyon,06/03/2024 12:00,18.2,54.0,38.5,0.0,nuageux
Marseille,2024-02-27 17:00:00,1.7,67.9,32.3,4.3,pluvieux
Marseille,06/07/2024 14:00:00,20.4,50.8,10.5,9.8,pluvieux
Nantes,2024-04-13 22:00:00,19.5,92.5,46.0,1.3,pluvieux
Marseille,06/11/2024 12:00:00,20.6,42.0,12.6,0.0,ensoleille
Nantes,2024-01-28 17:00:00,-1.3,83.8,1.7,0.0,brumeux
Nantes,2024-05-23 18:00:00,10.2,91.7,17.4,0.0,brumeux
Strasbourg,2024-01-28T08:00:00,"0,5",64.3,49.3,7.8,orageux
Nantes,06/27/2024 07:00:00,30.4,62.8,47.2,0.0,ensoleille
Nantes,2024-03-18T21:00:00,14.2,86.4,26.7,0.0,brumeux
Toulouse,2024-01-15 00:00:00,7.6,66.3,37.8,6.7,pluvieux
Toulouse,27/01/2024 16:00,10.5,72.7,6.9,0.0,pluvieux
Toulouse,11/04/2024 13:00,16.6,89.8,2.1,0.0,brumeux
Strasbourg,2024-01-08 05:00:00,"6,1",58.1,12.4,0.0,ensoleille
Nantes,02/11/2024 11:00:00,-2.3,76.7,42.1,6.7,pluvieux
Grenoble,2024-04-20 00:00:00,9.7,53.2,30.0,0.2,pluvieux
Lille,11/04/2024 09:00,8.4,61.9,18.3,0.0,brumeux
Lille,02/13/2024 02:00:00,0.7,87.5,10.7,5.0,pluvieux
Paris,2024-03-10T04:00:00,14.3,52.0,37.4,0.0,nuageux
Marseille,06/01/2024 21:00:00,23.3,94.5,0.8,0.0,brumeux
Bordeaux,2024-02-27 03:00:00,6.4,62.5,38.7,0.0,brumeux
Marseille,09/05/2024 15:00,24.9,52.4,12.4,0.0,ensoleille
Nantes,2024-02-29 19:00:00,null,47.9,21.5,0.0,brumeux
Rouen,2024-02-19T01:00:00,7.7,75.1,0.9,0.0,orageux
Nantes,05/03/2024 18:00:00,21.2,49.3,19.6,0.0,nuageux
Rouen,2024-04-09 12:00:00,"8,5",83.8,19.2,0.0,brumeux
Strasbourg,2024-05-13T17:00:00,8.8,61.2,23.6,0.0,neigeux
Marseille,2024-02-01 20:00:00,12.7,84.3,7.7,0.0,brumeux
Strasbourg,2024-05-27 20:00:00,"18,1",45.1,26.0,3.2,pluvieux
Toulouse,05/19/2024 22:00:00,"16,2",49.6,39.0,0.0,orageux
Rouen,25/02/2024 20:00,7.9,65.5,49.2,0.0,nuageux
Bordeaux,03/31/2024 10:00:00,17.1,79.9,43.2,0.0,ensoleille
Marseille,2024-04-17T03:00:00,19.8,93.4,12.8,0.0,brumeux
Lille,09/02/2024 02:00,0.9,57.8,18.1,0.0,brumeux
Grenoble,2024-02-27T22:00:00,0.0,64.1,49.7,5.4,orageux
Marseille,2024-01-16 07:00:00,8.4,67.4,37.0,0.0,orageux
Marseille,15/06/2024 17:00,24.3,91.3,0.7,0.0,brumeux
Rouen,2024-02-28T04:00:00,1.3,71.6,14.3,0.0,
Lille,06/11/2024 23:00:00,"23,4",46.2,39.2,0.0,ensoleille
Rouen,26/04/2024 16:00,100.0,68.1,1.2,0.0,pluvieux
Strasbourg,2024-03-21 11:00:00,12.1,40.7,4.0,0.0,brumeux
